Year,Month,Zone,Item,Manpower,Target,Sales
2026,June,Bhola Zone,Essential Mustard Oil 16 Kg Tin,6,43200,"771,800.00"
2026,June,Bhola Zone,Essential Mustard Oil 8 Kg Tin,6,43200,"313,290.00"
2026,June,Bhola Zone,Essentials Turmeric Powder 5 Kg,1,43200,"4,650.00"
2026,June,Bhola Zone,Iodized Salt 1 kg,6,43200,"146,171.00"
2026,June,Bhola Zone,Iodized Salt 500gm,1,43200,"12,350.00"
2026,June,Bhola Zone,Katari Najir 5 kg (T),3,43200,"3,255.00"
2026,June,Bhola Zone,Lachcha Semai 200gm (C),3,43200,"17,784.00"
2026,June,Bhola Zone,Lentil Medium- 25 Kg (C),3,43200,"20,475.00"
2026,June,Bhola Zone,Lentil Small- 25 Kg (C),2,43200,"27,900.00"
2026,June,Bhola Zone,Maida 1 kg,6,43200,"60,504.00"
2026,June,Bhola Zone,Meat Masala 100gm (C),4,43200,"5,205.52"
2026,June,Bhola Zone,Miniket 5 kg (T),6,43200,"67,925.00"
2026,June,Bhola Zone,Mustard Oil 5 Liter,3,43200,"14,100.00"
2026,June,Bhola Zone,Mustard Oil 8 Liter,2,43200,"28,620.00"
2026,June,Bhola Zone,Mustard oil 1000 ML,5,43200,"32,918.00"
2026,June,Bhola Zone,Mustard oil 200 ML,5,43200,"31,496.00"
2026,June,Bhola Zone,Mustard oil 500 ML,3,43200,"17,316.00"
2026,June,Bhola Zone,Mustard oil 80 ML,6,43200,"62,619.50"
2026,June,Bhola Zone,Premium Basmati 1 kg (T),3,43200,"6,650.00"
2026,June,Bhola Zone,Red Lentil 1 kg,2,43200,"3,192.00"
2026,June,Bhola Zone,Roast Masala 35gm (C),5,43200,"8,132.00"
2026,June,Bhola Zone,Suji 200 g,1,43200,"10,752.00"
2026,June,Bhola Zone,Suji 500 g,6,43200,"229,176.00"
2026,June,Bhola Zone,Tea LEAF 500 gm,2,43200,"3,300.00"
2026,June,Bogura Zone,Atta 1 kg,6,90720,"363,270.00"
2026,June,Bogura Zone,Atta 5 kg,3,90720,"5,280.00"
2026,June,Bogura Zone,Biryani Masala 40gm (C),1,90720,"2,450.00"
2026,June,Bogura Zone,Brown Atta 1 kg,6,90720,"175,388.00"
2026,June,Bogura Zone,Chinigura Premium 1 kg (T),5,90720,"68,510.00"
2026,June,Bogura Zone,Essential Mustard Oil 16 Kg Tin,1,90720,"3,400.00"
2026,June,Bogura Zone,Essential Mustard Oil 8 Kg Tin,1,90720,"3,540.00"
2026,June,Bogura Zone,Essential Puffed Rice 400 Gm,1,90720,"6,210.00"
2026,June,Bogura Zone,Iodized Salt 1 kg,6,90720,"555,950.00"
2026,June,Bogura Zone,Iodized Salt 500gm,6,90720,"237,936.00"
2026,June,Bogura Zone,Lachcha Semai 200gm (C),3,90720,"4,066.00"
2026,June,Bogura Zone,Lentil Medium- 25 Kg (C),2,90720,"25,025.00"
2026,June,Bogura Zone,Maida 1 kg,6,90720,"16,328.00"
2026,June,Bogura Zone,Meat Masala 100gm (C),2,90720,"2,854.64"
2026,June,Bogura Zone,Mustard oil 200 ML,4,90720,"1,905.00"
2026,June,Bogura Zone,Mustard oil 250 ML,2,90720,"1,975.00"
2026,June,Bogura Zone,Mustard oil 500 ML,1,90720,"2,028.00"
2026,June,Bogura Zone,Mustard oil 80 ML,6,90720,"13,594.50"
2026,June,Bogura Zone,Premium Basmati 1 kg (T),1,90720,"7,700.00"
2026,June,Bogura Zone,Red Lentil 1 kg,2,90720,"1,254.00"
2026,June,Bogura Zone,Suji 200 g,6,90720,"24,448.00"
2026,June,Bogura Zone,Suji 500 g,6,90720,"52,647.00"
2026,June,Brahmanbaria Zone,Atta 1 kg,8,87480,"2,507,166.00"
2026,June,Brahmanbaria Zone,Atta 2 kg,5,87480,"591,279.00"
2026,June,Brahmanbaria Zone,Atta 5 kg,8,87480,"1,024,164.00"
2026,June,Brahmanbaria Zone,Biryani Masala 40gm (C),5,87480,"41,850.00"
2026,June,Brahmanbaria Zone,Brown Atta 1 kg,8,87480,"369,820.00"
2026,June,Brahmanbaria Zone,Chicken Masala 100gm (C),1,87480,244.14
2026,June,Brahmanbaria Zone,Chinigura Premium 1 kg (T),8,87480,"1,960,270.00"
2026,June,Brahmanbaria Zone,Deshi Basmoti 5 Kg (T),1,87480,980.00
2026,June,Brahmanbaria Zone,Essential Miniket 10 kg(T),3,87480,"11,440.00"
2026,June,Brahmanbaria Zone,Essential Mustard Oil 16 Kg Tin,7,87480,"210,800.00"
2026,June,Brahmanbaria Zone,Essential Puffed Rice 400 Gm,5,87480,"62,856.00"
2026,June,Brahmanbaria Zone,Essentials Chili Powder 5 Kg,3,87480,"44,400.00"
2026,June,Brahmanbaria Zone,Essentials Turmeric Powder 5 Kg,3,87480,"34,100.00"
2026,June,Brahmanbaria Zone,Gram flour 500gm (C),2,87480,"1,110.00"
2026,June,Brahmanbaria Zone,Iodized Salt 1 kg,8,87480,"1,289,272.00"
2026,June,Brahmanbaria Zone,Iodized Salt 500gm,7,87480,"230,763.00"
2026,June,Brahmanbaria Zone,Katari Najir 10 kg (T),5,87480,"97,200.00"
2026,June,Brahmanbaria Zone,Katari Najir 5 kg (T),6,87480,"46,500.00"
2026,June,Brahmanbaria Zone,Lachcha Semai 200gm (C),5,87480,"9,842.00"
2026,June,Brahmanbaria Zone,Lentil Medium- 25 Kg (C),3,87480,"27,300.00"
2026,June,Brahmanbaria Zone,Lentil Small- 25 Kg (C),1,87480,"11,625.00"
2026,June,Brahmanbaria Zone,Maida 1 kg,8,87480,"312,336.00"
2026,June,Brahmanbaria Zone,Meat Masala 100gm (C),2,87480,"3,022.56"
2026,June,Brahmanbaria Zone,Miniket 5 kg (T),3,87480,"21,600.00"
2026,June,Brahmanbaria Zone,Mustard Oil 5 Liter,8,87480,"230,920.00"
2026,June,Brahmanbaria Zone,Mustard Oil 8 Liter,4,87480,"60,420.00"
2026,June,Brahmanbaria Zone,Mustard oil 1000 ML,4,87480,"16,912.00"
2026,June,Brahmanbaria Zone,Mustard oil 200 ML,8,87480,"118,935.50"
2026,June,Brahmanbaria Zone,Mustard oil 250 ML,4,87480,"9,243.00"
2026,June,Brahmanbaria Zone,Mustard oil 500 ML,7,87480,"86,112.00"
2026,June,Brahmanbaria Zone,Mustard oil 80 ML,8,87480,"60,552.50"
2026,June,Brahmanbaria Zone,Premium Basmati 1 kg (T),4,87480,"29,050.00"
2026,June,Brahmanbaria Zone,Premium katari Ghee Bhog 5 kg (T),7,87480,"319,770.00"
2026,June,Brahmanbaria Zone,Red Lentil 1 kg,3,87480,"9,348.00"
2026,June,Brahmanbaria Zone,Roast Masala 35gm (C),3,87480,"8,934.50"
2026,June,Brahmanbaria Zone,Suji 200 g,2,87480,"13,008.00"
2026,June,Brahmanbaria Zone,Suji 500 g,8,87480,"275,470.00"
2026,June,Brahmanbaria Zone,Tea CD 500 gm,1,87480,"2,925.00"
2026,June,Brahmanbaria Zone,Tea LEAF 500 gm,2,87480,"2,970.00"
2026,June,Chakbazar Zone,Atta 1 kg,4,64800,"664,453.00"
2026,June,Chakbazar Zone,Atta 25 kg,1,64800,"4,750.00"
2026,June,Chakbazar Zone,Essential Puffed Rice 400 Gm,3,64800,"7,614.00"
2026,July,Agrabad Zone,Atta 1 kg,3,80080,"127,917.00"
2026,July,Agrabad Zone,Atta 5 kg,2,80080,"55,549.00"
2026,July,Agrabad Zone,Brown Atta 1 kg,2,80080,"81,134.00"
2026,July,Agrabad Zone,Chinigura Premium 1 kg (T),2,80080,"148,520.00"
2026,July,Agrabad Zone,Essential Mustard Oil 16 Kg Tin,3,80080,"107,840.00"
2026,July,Agrabad Zone,Essential Mustard Oil 8 Kg Tin,2,80080,"12,320.00"
2026,July,Agrabad Zone,Iodized Salt 1 kg,1,80080,"17,205.00"
2026,July,Agrabad Zone,Iodized Salt 500gm,1,80080,"18,088.00"
2026,July,Agrabad Zone,Katari Najir 10 kg (T),1,80080,"5,400.00"
2026,July,Agrabad Zone,Katari Najir 5 kg (T),1,80080,"12,555.00"
2026,July,Agrabad Zone,Lentil Medium- 25 Kg (C),1,80080,"7,050.00"
2026,July,Agrabad Zone,Maida 1 kg,2,80080,"65,140.00"
2026,July,Agrabad Zone,Miniket 5 kg (T),1,80080,"4,050.00"
2026,July,Agrabad Zone,Mustard oil 1000 ML,3,80080,"9,966.00"
2026,July,Agrabad Zone,Mustard oil 200 ML,1,80080,"3,175.00"
2026,July,Agrabad Zone,Mustard oil 250 ML,1,80080,869.00
2026,July,Agrabad Zone,Mustard oil 500 ML,1,80080,"4,524.00"
2026,July,Agrabad Zone,Mustard oil 80 ML,2,80080,"3,975.00"
2026,July,Agrabad Zone,Premium katari Ghee Bhog 5 kg (T),1,80080,"1,980.00"
2026,July,Agrabad Zone,Red Lentil 1 kg,1,80080,"51,642.00"
2026,July,Agrabad Zone,Suji 500 g,2,80080,"44,718.00"
2026,July,Bagerhat Zone,Atta 1 kg,7,74880,"702,109.00"
2026,July,Bagerhat Zone,Atta 5 kg,2,74880,"18,378.00"
2026,July,Bagerhat Zone,Biryani Masala 40gm (C),4,74880,"4,350.00"
2026,July,Bagerhat Zone,Brown Atta 1 kg,7,74880,"113,452.00"
2026,July,Bagerhat Zone,Chicken Masala 100gm (C),1,74880,813.80
2026,July,Bagerhat Zone,Chinigura Premium 1 kg (T),7,74880,"695,040.00"
2026,July,Bagerhat Zone,Deshi Basmoti 5 Kg (T),4,74880,"51,365.00"
2026,July,Bagerhat Zone,Essential Miniket 10 kg(T),2,74880,"2,640.00"
2026,July,Bagerhat Zone,Essential Mustard Oil 16 Kg Tin,6,74880,"593,630.00"
2026,July,Bagerhat Zone,Essential Mustard Oil 8 Kg Tin,7,74880,"475,430.00"
2026,July,Bagerhat Zone,Essential Puffed Rice 400 Gm,3,74880,"9,828.00"
2026,July,Bagerhat Zone,Iodized Salt 1 kg,6,74880,"198,024.00"
2026,July,Bagerhat Zone,Iodized Salt 500gm,6,74880,"124,469.00"
2026,July,Bagerhat Zone,Katari Najir 10 kg (T),3,74880,"28,800.00"
2026,July,Bagerhat Zone,Katari Najir 5 kg (T),5,74880,"43,710.00"
2026,July,Bagerhat Zone,Lachcha Semai 200gm (C),5,74880,"25,650.00"
2026,July,Bagerhat Zone,Lentil Small- 25 Kg (C),1,74880,"44,175.00"
2026,July,Bagerhat Zone,Maida 1 kg,7,74880,"188,054.00"
2026,July,Bagerhat Zone,Miniket 5 kg (T),7,74880,"94,050.00"
2026,July,Bagerhat Zone,Mustard Oil 5 Liter,5,74880,"32,900.00"
2026,July,Bagerhat Zone,Mustard Oil 8 Liter,1,74880,"39,750.00"
2026,July,Bagerhat Zone,Mustard oil 1000 ML,5,74880,"21,140.00"
2026,July,Bagerhat Zone,Mustard oil 200 ML,4,74880,"19,494.50"
2026,July,Bagerhat Zone,Mustard oil 250 ML,6,74880,"34,365.00"
2026,July,Bagerhat Zone,Mustard oil 500 ML,4,74880,"32,448.00"
2026,July,Bagerhat Zone,Mustard oil 80 ML,7,74880,"40,836.50"
2026,July,Bagerhat Zone,Premium Basmati 1 kg (T),6,74880,"28,700.00"
2026,July,Bagerhat Zone,Premium katari Ghee Bhog 5 kg (T),4,74880,"17,820.00"
2026,July,Bagerhat Zone,Red Lentil 1 kg,2,74880,"2,964.00"
2026,July,Bagerhat Zone,Roast Masala 35gm (C),2,74880,"1,284.00"
2026,July,Bagerhat Zone,Suji 200 g,6,74880,"25,120.00"
2026,July,Bagerhat Zone,Suji 500 g,6,74880,"89,646.00"
2026,July,Bagerhat Zone,Tea DUST 500 gm,3,74880,"25,545.00"
2026,July,Bagerhat Zone,Tea LEAF 500 gm,2,74880,"44,583.00"
2026,July,Barishal Zone,Atta 1 kg,10,199680,"752,429.00"
2026,July,Barishal Zone,Atta 2 kg,7,199680,"107,887.50"
2026,July,Barishal Zone,Atta 25 kg,1,199680,"1,200.00"
2026,July,Barishal Zone,Atta 5 kg,8,199680,"102,010.00"
2026,July,Barishal Zone,Biryani Masala 40gm (C),5,199680,"7,900.00"
2026,July,Barishal Zone,Brown Atta 1 kg,10,199680,"122,954.00"
2026,July,Barishal Zone,Chicken Masala 100gm (C),1,199680,"4,394.52"
2026,July,Barishal Zone,Chinigura Premium 1 kg (T),8,199680,"917,392.00"
2026,July,Barishal Zone,Deshi Basmoti 5 Kg (T),4,199680,"20,235.00"
2026,July,Barishal Zone,Essential Miniket 10 kg(T),1,199680,"3,520.00"
2026,July,Barishal Zone,Essential Mustard Oil 16 Kg Tin,9,199680,"755,330.00"
2026,July,Barishal Zone,Essential Mustard Oil 8 Kg Tin,6,199680,"128,490.00"
2026,July,Barishal Zone,Essentials Chili Powder 5 Kg,1,199680,"14,800.00"
2026,July,Barishal Zone,Essentials Turmeric Powder 5 Kg,3,199680,"34,100.00"
2026,July,Barishal Zone,Iodized Salt 1 kg,8,199680,"235,949.00"
2026,July,Barishal Zone,Iodized Salt 500gm,1,199680,"11,647.00"
2026,July,Barishal Zone,Katari Najir 10 kg (T),2,199680,"7,200.00"
2026,July,Barishal Zone,Katari Najir 5 kg (T),5,199680,"43,245.00"
2026,July,Barishal Zone,Lachcha Semai 200gm (C),4,199680,"11,704.00"
2026,July,Barishal Zone,Maida 1 kg,9,199680,"141,966.00"
2026,July,Barishal Zone,Maida 25 kg (C),4,199680,"1,926,840.00"
2026,July,Barishal Zone,Meat Masala 100gm (C),1,199680,755.64
2026,July,Barishal Zone,Miniket 5 kg (T),8,199680,"41,400.00"
2026,July,Barishal Zone,Mustard Oil 5 Liter,8,199680,"85,775.00"
2026,July,Barishal Zone,Mustard Oil 8 Liter,4,199680,"20,670.00"
2026,July,Barishal Zone,Mustard oil 1000 ML,6,199680,"25,368.00"
2026,July,Barishal Zone,Mustard oil 200 ML,6,199680,"31,305.50"
2026,July,Barishal Zone,Mustard oil 250 ML,1,199680,"2,844.00"
2026,July,Barishal Zone,Mustard oil 500 ML,8,199680,"19,032.00"
2026,July,Barishal Zone,Mustard oil 80 ML,8,199680,"50,138.00"
2026,July,Barishal Zone,Premium Basmati 1 kg (T),1,199680,"1,050.00"
2026,July,Barishal Zone,Premium katari Ghee Bhog 5 kg (T),1,199680,990.00
2026,July,Barishal Zone,Red Lentil 1 kg,1,199680,"2,280.00"
2026,July,Barishal Zone,Roast Masala 35gm (C),4,199680,"6,848.00"
2026,July,Barishal Zone,Suji 500 g,9,199680,"130,626.00"
2026,July,Barishal Zone,Tea DUST 500 gm,5,199680,"21,060.00"
2026,July,Barishal Zone,Tea LEAF 500 gm,4,199680,"23,241.00"
2026,July,Bhola Zone,Atta 1 kg,5,41600,"514,227.00"
2026,July,Bhola Zone,Atta 25 kg,1,41600,"2,400.00"
2026,July,Bhola Zone,Atta 5 kg,2,41600,"5,060.00"
2026,July,Bhola Zone,Biryani Masala 40gm (C),5,41600,"9,550.00"
2026,July,Bhola Zone,Brown Atta 1 kg,5,41600,"62,474.00"
2026,July,Bhola Zone,Brown Atta 2 kg,1,41600,"1,452.00"
2026,July,Bhola Zone,Chicken Masala 100gm (C),3,41600,"4,150.38"
2026,July,Bhola Zone,Chinigura Premium 1 kg (T),5,41600,"180,104.00"
2026,July,Bhola Zone,Deshi Basmoti 5 Kg (T),1,41600,"3,850.00"
2026,July,Bhola Zone,Essential Miniket 10 kg(T),1,41600,"3,520.00"
2026,July,Bhola Zone,Essential Mustard Oil 16 Kg Tin,5,41600,"738,720.00"
2026,July,Bhola Zone,Essential Mustard Oil 8 Kg Tin,5,41600,"234,250.00"
2026,July,Bhola Zone,Essential Puffed Rice 400 Gm,1,41600,"8,532.00"
2026,July,Bhola Zone,Essentials Chili Powder 5 Kg,2,41600,"29,600.00"
2026,July,Bhola Zone,Essentials Turmeric Powder 5 Kg,4,41600,"27,900.00"
2026,July,Bhola Zone,Iodized Salt 1 kg,5,41600,"148,555.00"
2026,July,Bhola Zone,Katari Najir 5 kg (T),4,41600,"13,020.00"
2026,July,Bhola Zone,Lachcha Semai 200gm (C),3,41600,"9,956.00"
2026,July,Bhola Zone,Lentil Medium- 25 Kg (C),2,41600,"38,900.00"
2026,July,Bhola Zone,Lentil Small- 25 Kg (C),1,41600,"35,550.00"
2026,July,Bhola Zone,Maida 1 kg,5,41600,"52,016.00"
2026,July,Bhola Zone,Meat Masala 100gm (C),2,41600,755.64
2026,July,Bhola Zone,Miniket 25 kg (C),1,41600,"2,125.00"
2026,July,Bhola Zone,Miniket 5 kg (T),5,41600,"34,200.00"
2026,July,Bhola Zone,Mustard Oil 5 Liter,4,41600,"14,100.00"
2026,July,Bhola Zone,Mustard Oil 8 Liter,1,41600,"36,570.00"
2026,July,Bhola Zone,Mustard oil 1000 ML,3,41600,"10,570.00"
2026,July,Bhola Zone,Mustard oil 200 ML,5,41600,"34,290.00"
2026,July,Bhola Zone,Mustard oil 500 ML,4,41600,"19,188.00"
2026,July,Bhola Zone,Mustard oil 80 ML,5,41600,"47,090.50"
2026,July,Bhola Zone,Premium Basmati 1 kg (T),2,41600,"3,150.00"
2026,July,Bhola Zone,Red Lentil 1 kg,3,41600,"11,970.00"
2026,July,Bhola Zone,Roast Masala 35gm (C),5,41600,"4,012.50"
2026,July,Bhola Zone,Suji 200 g,1,41600,"4,512.00"
2026,July,Bhola Zone,Suji 500 g,5,41600,"227,277.00"
2026,July,Bhola Zone,Tea LEAF 500 gm,3,41600,"17,349.00"
2026,July,Bogura Zone,Atta 1 kg,7,87360,"239,367.00"
2026,July,Bogura Zone,Atta 5 kg,2,87360,"12,890.00"
2026,July,Bogura Zone,Biryani Masala 40gm (C),2,87360,600.00
2026,July,Bogura Zone,Brown Atta 1 kg,7,87360,"159,056.00"
2026,July,Bogura Zone,Chicken Masala 100gm (C),1,87360,"1,057.94"
2026,July,Bogura Zone,Chinigura Premium 1 kg (T),3,87360,"45,156.00"
2026,July,Bogura Zone,Essential Miniket 10 kg(T),1,87360,"4,400.00"
2026,July,Bogura Zone,Iodized Salt 1 kg,6,87360,"218,744.00"
2026,July,Bogura Zone,Iodized Salt 500gm,6,87360,"97,071.00"
2026,July,Bogura Zone,Lachcha Semai 200gm (C),2,87360,"1,140.00"
2026,July,Bogura Zone,Maida 1 kg,6,87360,"54,264.00"
2026,July,Bogura Zone,Meat Masala 100gm (C),2,87360,"3,274.44"
2026,July,Bogura Zone,Mustard oil 1000 ML,1,87360,"6,040.00"
2026,July,Bogura Zone,Mustard oil 200 ML,3,87360,"1,016.00"
2026,July,Bogura Zone,Mustard oil 250 ML,2,87360,"3,476.00"
2026,July,Bogura Zone,Mustard oil 500 ML,3,87360,"4,836.00"
2026,July,Bogura Zone,Mustard oil 80 ML,4,87360,"3,418.50"
2026,July,Bogura Zone,Premium Basmati 1 kg (T),1,87360,"2,800.00"
2026,July,Bogura Zone,Red Lentil 1 kg,2,87360,"2,166.00"
2026,July,Bogura Zone,Roast Masala 35gm (C),1,87360,481.50
2026,July,Bogura Zone,Suji 200 g,7,87360,"2,736.00"
2026,July,Bogura Zone,Suji 500 g,5,87360,"22,530.00"
2026,July,Brahmanbaria Zone,Atta 1 kg,8,74880,"1,487,569.00"
2026,July,Brahmanbaria Zone,Atta 2 kg,5,74880,"423,355.00"
2026,July,Brahmanbaria Zone,Atta 5 kg,7,74880,"912,039.00"
2026,July,Brahmanbaria Zone,Biryani Masala 40gm (C),5,74880,"7,450.00"
2026,July,Brahmanbaria Zone,Brown Atta 1 kg,7,74880,"195,074.00"
2026,July,Brahmanbaria Zone,Chicken Masala 100gm (C),1,74880,244.14
2026,July,Brahmanbaria Zone,Chinigura Premium 1 kg (T),8,74880,"3,515,562.00"
2026,July,Brahmanbaria Zone,Chinigura Premium-New 25 kg (C),1,74880,"171,550.00"
2026,July,Brahmanbaria Zone,Deshi Basmoti 5 Kg (T),1,74880,490.00
2026,July,Brahmanbaria Zone,Essential Miniket 10 kg(T),1,74880,"3,520.00"
2026,July,Brahmanbaria Zone,Essential Mustard Oil 16 Kg Tin,7,74880,"195,490.00"
2026,July,Brahmanbaria Zone,Essential Puffed Rice 400 Gm,5,74880,"57,456.00"
2026,July,Brahmanbaria Zone,Essentials Chili Powder 5 Kg,3,74880,"66,600.00"
2026,July,Brahmanbaria Zone,Essentials Turmeric Powder 5 Kg,4,74880,"58,900.00"
2026,July,Brahmanbaria Zone,Iodized Salt 1 kg,8,74880,"634,069.00"
2026,July,Brahmanbaria Zone,Iodized Salt 500gm,7,74880,"131,100.00"
2026,July,Brahmanbaria Zone,Katari Najir 10 kg (T),4,74880,"105,300.00"
2026,July,Brahmanbaria Zone,Katari Najir 5 kg (T),6,74880,"36,735.00"
2026,July,Brahmanbaria Zone,Lachcha Semai 200gm (C),5,74880,"7,676.00"
2026,July,Brahmanbaria Zone,Lentil Medium- 25 Kg (C),2,74880,"16,450.00"
2026,July,Brahmanbaria Zone,Maida 1 kg,7,74880,"153,550.00"
2026,July,Brahmanbaria Zone,Meat Masala 100gm (C),2,74880,335.84
2026,July,Brahmanbaria Zone,Miniket 25 kg (C),1,74880,"12,750.00"
2026,July,Brahmanbaria Zone,Miniket 5 kg (T),4,74880,"13,050.00"
2026,July,Brahmanbaria Zone,Mustard Oil 5 Liter,7,74880,"69,325.00"
2026,July,Brahmanbaria Zone,Mustard Oil 8 Liter,5,74880,"63,600.00"
2026,July,Brahmanbaria Zone,Mustard oil 1000 ML,4,74880,"25,368.00"
2026,July,Brahmanbaria Zone,Mustard oil 200 ML,7,74880,"56,007.00"
2026,July,Brahmanbaria Zone,Mustard oil 250 ML,4,74880,"7,347.00"
2026,July,Brahmanbaria Zone,Mustard oil 500 ML,5,74880,"24,024.00"
2026,July,Brahmanbaria Zone,Mustard oil 80 ML,8,74880,"32,224.00"
2026,July,Brahmanbaria Zone,Paijam 25 kg (C),2,74880,"4,545.00"
2026,July,Brahmanbaria Zone,Premium Basmati 1 kg (T),4,74880,"8,050.00"
2026,July,Brahmanbaria Zone,Premium katari Ghee Bhog 5 kg (T),7,74880,"309,870.00"
2026,July,Brahmanbaria Zone,Red Lentil 1 kg,3,74880,"8,436.00"
2026,July,Brahmanbaria Zone,Suji 200 g,2,74880,"11,392.00"
2026,July,Brahmanbaria Zone,Suji 500 g,8,74880,"189,579.00"
2026,July,Brahmanbaria Zone,Tea CD 500 gm,1,74880,"1,170.00"
2026,July,Brahmanbaria Zone,Tea LEAF 500 gm,7,74880,"43,839.00"
2026,July,Chakbazar Zone,Atta 1 kg,5,83200,"754,011.00"
2026,July,Chakbazar Zone,Atta 2 kg,1,83200,"1,414.00"
2026,July,Chakbazar Zone,Atta 5 kg,5,83200,"435,457.00"
2026,July,Chakbazar Zone,Brown Atta 1 kg,5,83200,"349,368.00"
2026,July,Chakbazar Zone,Chinigura Premium 1 kg (T),5,83200,"763,078.00"
2026,July,Chakbazar Zone,Essential Mustard Oil 16 Kg Tin,5,83200,"670,870.00"
2026,July,Chakbazar Zone,Essential Mustard Oil 8 Kg Tin,2,83200,"59,860.00"
2026,July,Chakbazar Zone,Essential Puffed Rice 400 Gm,3,83200,"11,232.00"
2026,July,Chakbazar Zone,Essentials Chili Powder 5 Kg,1,83200,"37,000.00"
2026,July,Chakbazar Zone,Essentials Turmeric Powder 5 Kg,1,83200,"18,600.00"
2026,July,Chakbazar Zone,Iodized Salt 1 kg,5,83200,"311,318.00"
2026,August,Agrabad Zone,Atta 1 kg,1,130680,"136,644.00"
2026,August,Agrabad Zone,Atta 5 kg,1,130680,"96,762.00"
2026,August,Agrabad Zone,Biryani Masala 40gm (C),1,130680,"1,600.00"
2026,August,Agrabad Zone,Brown Atta 1 kg,2,130680,"129,524.00"
2026,August,Agrabad Zone,Chinigura Premium 1 kg (T),1,130680,"66,990.00"
2026,August,Agrabad Zone,Essential Mustard Oil 16 Kg Tin,2,130680,"278,190.00"
2026,August,Agrabad Zone,Essential Mustard Oil 8 Kg Tin,2,130680,"27,600.00"
2026,August,Agrabad Zone,Iodized Salt 1 kg,2,130680,"35,694.00"
2026,August,Agrabad Zone,Iodized Salt 500gm,2,130680,"23,905.00"
2026,August,Agrabad Zone,Katari Atop 25 kg (C),2,130680,"55,440.00"
2026,August,Agrabad Zone,Katari Ghee Bhog 25 kg (C),1,130680,"36,400.00"
2026,August,Agrabad Zone,Katari Najir 10 kg (T),1,130680,"12,300.00"
2026,August,Agrabad Zone,Katari Najir 25 kg (C),1,130680,"10,450.00"
2026,August,Agrabad Zone,Katari Najir 5 kg (T),2,130680,"19,805.00"
2026,August,Agrabad Zone,Lentil Medium- 25 Kg (C),1,130680,"13,350.00"
2026,August,Agrabad Zone,Maida 1 kg,2,130680,"62,594.00"
2026,August,Agrabad Zone,Maida 25 kg (C),2,130680,"14,775.00"
2026,August,Agrabad Zone,Miniket 5 kg (T),1,130680,"1,820.00"
2026,August,Agrabad Zone,Mustard oil 1000 ML,1,130680,"7,550.00"
2026,August,Agrabad Zone,Mustard oil 250 ML,2,130680,"1,027.00"
2026,August,Agrabad Zone,Mustard oil 500 ML,1,130680,"3,120.00"
2026,August,Agrabad Zone,Mustard oil 80 ML,2,130680,"3,630.50"
2026,August,Agrabad Zone,Paijam 25 kg (C),1,130680,"12,120.00"
2026,August,Agrabad Zone,Premium Basmati 1 kg (T),1,130680,350.00
2026,August,Agrabad Zone,Premium katari Ghee Bhog 5 kg (T),2,130680,"9,010.00"
2026,August,Agrabad Zone,Red Lentil 1 kg,2,130680,"44,041.00"
2026,August,Agrabad Zone,Suji 500 g,1,130680,"90,018.00"
2026,August,Bagerhat Zone,Atta 1 kg,7,155520,"1,146,764.50"
2026,August,Bagerhat Zone,Atta 5 kg,3,155520,"64,359.00"
2026,August,Bagerhat Zone,Biryani Masala 40gm (C),4,155520,"19,400.00"
2026,August,Bagerhat Zone,Brown Atta 1 kg,7,155520,"103,766.00"
2026,August,Bagerhat Zone,Chicken Masala 100gm (C),2,155520,"11,230.44"
2026,August,Bagerhat Zone,Chinigura Premium 1 kg (T),6,155520,"543,690.00"
2026,August,Bagerhat Zone,Deshi Basmoti 5 Kg (T),6,155520,"63,250.00"
2026,August,Bagerhat Zone,Essential Miniket 10 kg(T),4,155520,"35,920.00"
2026,August,Bagerhat Zone,Essential Mustard Oil 16 Kg Tin,7,155520,"818,400.00"
2026,August,Bagerhat Zone,Essential Mustard Oil 8 Kg Tin,7,155520,"659,345.00"
2026,August,Bagerhat Zone,Essential Puffed Rice 400 Gm,1,155520,108.00
2026,August,Bagerhat Zone,Iodized Salt 1 kg,5,155520,"133,974.00"
2026,August,Bagerhat Zone,Iodized Salt 500gm,6,155520,"82,910.00"
2026,August,Bagerhat Zone,Katari Najir 10 kg (T),1,155520,"3,840.00"
2026,August,Bagerhat Zone,Katari Najir 5 kg (T),6,155520,"132,570.00"
2026,August,Bagerhat Zone,Lachcha Semai 200gm (C),6,155520,"52,744.00"
2026,August,Bagerhat Zone,Maida 1 kg,7,155520,"283,719.00"
2026,August,Bagerhat Zone,Maida 25 kg (C),1,155520,"173,450.00"
2026,August,Bagerhat Zone,Meat Masala 100gm (C),1,155520,"5,121.56"
2026,August,Bagerhat Zone,Miniket 5 kg (T),6,155520,"68,180.00"
2026,August,Bagerhat Zone,Mustard Oil 5 Liter,6,155520,"36,425.00"
2026,August,Bagerhat Zone,Mustard Oil 8 Liter,1,155520,"45,860.00"
2026,August,Bagerhat Zone,Mustard oil 1000 ML,5,155520,"14,496.00"
2026,August,Bagerhat Zone,Mustard oil 200 ML,4,155520,"30,988.00"
2026,August,Bagerhat Zone,Mustard oil 250 ML,5,155520,"24,569.00"
2026,August,Bagerhat Zone,Mustard oil 500 ML,5,155520,"27,456.00"
2026,August,Bagerhat Zone,Mustard oil 80 ML,7,155520,"46,507.50"
